"","S_U28","S_U10","S_T48","S_T41","S_T35","S_T23","S_T21","S_T07","S_R53","S_R44","S_R43B","S_R43A","S_R39","S_R36B","S_R36A","S_LGB","S_C06","F_U10F","F_T48M","F_T48F","F_T41M","F_T41F","F_T35M","F_T35F","F_T23M","F_T23F","F_T21M","F_T21F","F_T07F","F_R53M","F_R53F","F_R44M","F_R44F","F_R43M","F_R43F","F_R40M","F_R40F","F_R37M","F_R37F2","F_R37F","F_R36M","F_R36F","F_R26M","F_R26F","F_LGBF","F_C14M","F_C14F"
"F_T41M",0.346008968609865,0.575156950672646,0.722600896860986,0.540448430493274,0.311748878923767,0.50152466367713,0.398116591928251,0.504125560538117,0.661076233183857,0.62780269058296,0.517847533632287,0.434887892376682,0.607174887892377,0.648968609865471,0.720358744394619,0.45695067264574,0.48627802690583,0.720358744394619,0.429955156950673,0.427982062780269,0,0.130313901345291,0.764394618834081,0.271031390134529,0.452286995515695,0.453632286995516,0.365112107623318,0.825381165919283,0.400807174887892,0.721614349775785,0.654080717488789,0.424932735426009,0.383856502242152,0.67677130044843,0.385560538116592,0.965560538116592,0.453094170403587,0.393183856502242,0.759461883408072,0.915784753363229,0.614170403587444,0.417040358744395,0.593183856502242,0.446995515695067,0.381255605381166,0.567174887892377,0.47085201793722
"F_T41F",0.358026905829596,0.586995515695067,0.726816143497758,0.545291479820628,0.349865470852018,0.506905829596413,0.382959641255605,0.524663677130045,0.651659192825112,0.636233183856502,0.533094170403587,0.435784753363229,0.616860986547085,0.652914798206278,0.754887892376682,0.453273542600897,0.48627802690583,0.738923766816143,0.455336322869955,0.422511210762332,0.130313901345291,0,0.782511210762332,0.274170403587444,0.481076233183857,0.450941704035874,0.364394618834081,0.851748878923767,0.431659192825112,0.750493273542601,0.663587443946188,0.43085201793722,0.386457399103139,0.706547085201794,0.382242152466368,0.99219730941704,0.449417040358744,0.410762331838565,0.788251121076233,0.942600896860987,0.621076233183857,0.399641255605381,0.622690582959641,0.43542600896861,0.386367713004484,0.580089686098655,0.473811659192825
"F_T35M",0.779551569506726,0.792914798206278,0.856143497757847,0.807713004484305,0.774977578475336,0.81829596412556,0.794798206278027,0.808430493273543,0.855156950672646,0.851838565022422,0.797578475336323,0.80780269058296,0.833363228699552,0.813004484304933,0.870044843049327,0.81829596412556,0.815874439461883,0.84,0.774977578475336,0.794798206278027,0.764394618834081,0.782511210762332,0,0.771838565022422,0.794439461883408,0.816322869955157,0.78914798206278,0.882780269058296,0.788878923766816,0.859820627802691,0.854618834080717,0.772645739910314,0.791569506726457,0.820807174887892,0.785112107623318,0.97695067264574,0.803946188340807,0.773363228699552,0.85219730941704,0.940896860986547,0.834170403587444,0.825112107623318,0.782242152466368,0.810403587443946,0.810224215246637,0.792914798206278,0.77847533632287
"F_T35F",0.425470852017937,0.607443946188341,0.726816143497758,0.566636771300448,0.259372197309417,0.468340807174888,0.317399103139013,0.491210762331839,0.635964125560538,0.668340807174888,0.564394618834081,0.400269058295964,0.594080717488789,0.655156950672646,0.768789237668161,0.440179372197309,0.514080717488789,0.781704035874439,0.472466367713004,0.431210762331839,0.271031390134529,0.274170403587444,0.771838565022422,0,0.44,0.419910313901345,0.364394618834081,0.852466367713004,0.353542600896861,0.752914798206278,0.6752466367713,0.39695067264574,0.377937219730942,0.704663677130045,0.40609865470852,0.984932735426009,0.385650224215247,0.39542600896861,0.774439461883408,0.918026905829596,0.598744394618834,0.389058295964126,0.607443946188341,0.433452914798206,0.41847533632287,0.546008968609865,0.440717488789238
"F_T23M",0.511390134529148,0.623408071748879,0.777847533632287,0.524035874439462,0.437937219730942,0.322600896860987,0.483587443946188,0.661345291479821,0.618206278026906,0.700269058295964,0.604663677130045,0.421076233183857,0.665381165919283,0.654977578475336,0.75067264573991,0.50762331838565,0.611031390134529,0.778206278026906,0.606457399103139,0.572556053811659,0.452286995515695,0.481076233183857,0.794439461883408,0.44,0,0.1352466367713,0.465201793721973,0.79390134529148,0.532735426008969,0.706726457399103,0.657757847533632,0.508340807174888,0.394887892376682,0.665291479820628,0.466905829596413,0.912735426008969,0.429865470852018,0.339730941704036,0.739910313901345,0.91677130044843,0.566547085201794,0.473183856502242,0.564843049327354,0.525650224215247,0.449058295964126,0.484035874439462,0.506636771300448
"F_T23F",0.501973094170404,0.686547085201794,0.769058295964126,0.519372197309417,0.424304932735426,0.310493273542601,0.46914798206278,0.64304932735426,0.619372197309417,0.68322869955157,0.589596412556054,0.408071748878924,0.663139013452915,0.658744394618834,0.777130044843049,0.484125560538117,0.594260089686099,0.823587443946188,0.624484304932735,0.578923766816144,0.453632286995516,0.450941704035874,0.816322869955157,0.419910313901345,0.1352466367713,0,0.44627802690583,0.883587443946188,0.509506726457399,0.736412556053812,0.660179372197309,0.522869955156951,0.374080717488789,0.741434977578475,0.475695067264574,0.993811659192825,0.42914798206278,0.408609865470852,0.81372197309417,0.948699551569507,0.64932735426009,0.443497757847534,0.652825112107623,0.531659192825112,0.43085201793722,0.564035874439462,0.521255605381166
"F_T21M",0.448251121076233,0.636053811659193,0.774349775784753,0.628161434977578,0.320538116591928,0.387443946188341,0.283587443946188,0.602062780269058,0.650493273542601,0.703766816143498,0.64304932735426,0.362690582959641,0.651928251121076,0.599282511210762,0.811748878923767,0.523946188340807,0.59847533632287,0.782062780269058,0.60152466367713,0.587264573991031,0.365112107623318,0.364394618834081,0.78914798206278,0.364394618834081,0.465201793721973,0.44627802690583,0,0.839730941704036,0.47847533632287,0.742869955156951,0.669506726457399,0.486008968609865,0.3552466367713,0.70152466367713,0.37372197309417,0.992735426008969,0.433004484304933,0.451928251121076,0.824215246636771,0.941973094170404,0.657578475336323,0.409237668161435,0.657219730941704,0.512914798206278,0.523766816143498,0.48,0.381704035874439
"F_T21F",0.844932735426009,0.729955156950673,0.912017937219731,0.871390134529148,0.83695067264574,0.88762331838565,0.857309417040359,0.880269058295964,0.906816143497758,0.91067264573991,0.855605381165919,0.8447533632287,0.887085201793722,0.840627802690583,0.870313901345292,0.869596412556054,0.844125560538117,0.763408071748879,0.836322869955157,0.847443946188341,0.825381165919283,0.851748878923767,0.882780269058296,0.852466367713004,0.79390134529148,0.883587443946188,0.839730941704036,0,0.865650224215247,0.890313901345291,0.883766816143498,0.84457399103139,0.861434977578475,0.787892376681614,0.813991031390135,0.802511210762332,0.8752466367713,0.729237668161435,0.615515695067265,0.876412556053812,0.797130044843049,0.87067264573991,0.537757847533632,0.854080717488789,0.871928251121076,0.670134529147982,0.839461883408072
"F_T07F",0.497040358744395,0.605022421524664,0.764932735426009,0.534529147982063,0.408789237668161,0.563408071748879,0.486995515695067,0.373363228699552,0.634439461883408,0.668251121076233,0.539551569506726,0.513452914798206,0.644215246636771,0.624932735426009,0.739103139013453,0.490044843049327,0.587533632286996,0.69219730941704,0.494529147982063,0.589237668161435,0.400807174887892,0.431659192825112,0.788878923766816,0.353542600896861,0.532735426008969,0.509506726457399,0.47847533632287,0.865650224215247,0,0.684663677130045,0.580448430493274,0.459551569506726,0.479461883408072,0.680538116591928,0.463318385650224,0.993004484304933,0.440089686098655,0.500717488789238,0.654708520179372,0.94762331838565,0.703139013452915,0.555515695067265,0.660358744394619,0.587085201793722,0.521255605381166,0.606995515695067,0.46322869955157
"F_R53M",0.772107623318386,0.791479820627803,0.8647533632287,0.684125560538117,0.745560538116592,0.769955156950673,0.791210762331839,0.729506726457399,0.213811659192825,0.77085201793722,0.697847533632287,0.646636771300448,0.72762331838565,0.682421524663677,0.766457399103139,0.675605381165919,0.761973094170404,0.849506726457399,0.784304932735426,0.759461883408072,0.721614349775785,0.750493273542601,0.859820627802691,0.752914798206278,0.706726457399103,0.736412556053812,0.742869955156951,0.890313901345291,0.684663677130045,0,0.341345291479821,0.694260089686099,0.724215246636771,0.707982062780269,0.638116591928251,0.968251121076233,0.565381165919283,0.691210762331839,0.816860986547085,0.921255605381166,0.767443946188341,0.739910313901345,0.752017937219731,0.685650224215247,0.710403587443946,0.698206278026906,0.69829596412556
"F_R53F",0.698923766816144,0.748251121076233,0.807085201793722,0.618385650224215,0.675605381165919,0.705201793721973,0.712556053811659,0.677309417040359,0.335784753363229,0.71219730941704,0.606816143497758,0.543856502242152,0.657040358744395,0.618654708520179,0.759910313901345,0.589506726457399,0.678295964125561,0.786905829596413,0.72304932735426,0.685291479820628,0.654080717488789,0.663587443946188,0.854618834080717,0.6752466367713,0.657757847533632,0.660179372197309,0.669506726457399,0.883766816143498,0.580448430493274,0.341345291479821,0,0.627085201793722,0.660627802690583,0.662152466367713,0.516860986547085,0.986995515695067,0.476143497757848,0.623766816143498,0.76914798206278,0.936502242152466,0.72457399103139,0.648251121076233,0.730403587443946,0.607354260089686,0.622511210762332,0.646905829596413,0.603677130044843
"F_R44M",0.53085201793722,0.64609865470852,0.768609865470852,0.651121076233184,0.465381165919283,0.568520179372197,0.470762331838565,0.531659192825112,0.622331838565022,0.717130044843049,0.63085201793722,0.443408071748879,0.647443946188341,0.687892376681614,0.797937219730942,0.533811659192825,0.541345291479821,0.753452914798206,0.519192825112108,0.52627802690583,0.424932735426009,0.43085201793722,0.772645739910314,0.39695067264574,0.508340807174888,0.522869955156951,0.486008968609865,0.84457399103139,0.459551569506726,0.694260089686099,0.627085201793722,0,0.382959641255605,0.520538116591928,0.402690582959641,0.973363228699552,0.481614349775785,0.421076233183857,0.761883408071749,0.929506726457399,0.597757847533632,0.49542600896861,0.609596412556054,0.482959641255605,0.505022421524664,0.500717488789238,0.399372197309417
"F_R44F",0.463318385650224,0.633542600896861,0.755156950672646,0.594260089686099,0.397937219730942,0.346726457399103,0.317130044843049,0.609775784753363,0.623587443946188,0.699282511210762,0.606188340807175,0.338026905829596,0.629506726457399,0.642780269058296,0.807085201793722,0.44914798206278,0.54457399103139,0.788340807174888,0.566008968609865,0.488071748878924,0.383856502242152,0.386457399103139,0.791569506726457,0.377937219730942,0.394887892376682,0.374080717488789,0.3552466367713,0.861434977578475,0.479461883408072,0.724215246636771,0.660627802690583,0.382959641255605,0,0.675874439461883,0.36914798206278,0.988968609865471,0.384843049327354,0.367174887892377,0.811210762331839,0.944304932735426,0.625022421524664,0.356412556053812,0.640179372197309,0.477668161434978,0.35085201793722,0.462331838565022,0.404663677130045
"F_R43M",0.724215246636771,0.680986547085202,0.799013452914798,0.75237668161435,0.723677130044843,0.775336322869955,0.751031390134529,0.730313901345292,0.723677130044843,0.814529147982063,0.713094170403587,0.562959641255605,0.719820627802691,0.709506726457399,0.815605381165919,0.674529147982063,0.689596412556054,0.768251121076233,0.670403587443946,0.680627802690583,0.67677130044843,0.706547085201794,0.820807174887892,0.704663677130045,0.665291479820628,0.741434977578475,0.70152466367713,0.787892376681614,0.680538116591928,0.707982062780269,0.662152466367713,0.520538116591928,0.675874439461883,0,0.530762331838565,0.911121076233184,0.666457399103139,0.579910313901345,0.724125560538117,0.91677130044843,0.593004484304933,0.702511210762332,0.638744394618834,0.648609865470852,0.679551569506726,0.621255605381166,0.6447533632287
"F_R43F",0.476412556053812,0.60914798206278,0.724394618834081,0.58457399103139,0.47390134529148,0.517578475336323,0.466905829596413,0.596771300448431,0.548071748878924,0.677309417040359,0.568430493273543,0.229058295964126,0.571479820627803,0.541345291479821,0.779372197309417,0.418565022421525,0.508520179372197,0.726457399103139,0.539551569506726,0.477309417040359,0.385560538116592,0.382242152466368,0.785112107623318,0.40609865470852,0.466905829596413,0.475695067264574,0.37372197309417,0.813991031390135,0.463318385650224,0.638116591928251,0.516860986547085,0.402690582959641,0.36914798206278,0.530762331838565,0,0.978295964125561,0.37085201793722,0.394977578475336,0.731300448430493,0.93067264573991,0.612466367713004,0.448161434977578,0.611031390134529,0.419461883408072,0.405919282511211,0.520538116591928,0.460627802690583
